Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,432.0,438.1499938964844,429.75,433.1000061035156,410.1749572753906,566783
2019-01-02,430.8999938964844,441.1499938964844,429.25,440.29998779296875,416.99383544921875,747017
2019-01-03,442.70001220703125,443.54998779296875,433.1000061035156,435.3500061035156,412.30584716796875,975368
2019-01-04,437.8500061035156,439.8999938964844,431.70001220703125,432.79998779296875,409.89080810546875,439219
2019-01-07,436.0,438.0,428.5,430.04998779296875,407.2864074707031,290349
2019-01-08,431.95001220703125,448.20001220703125,431.95001220703125,447.1499938964844,423.4812927246094,825748
2019-01-09,450.0,453.6000061035156,443.6499938964844,447.3999938964844,423.7180480957031,628691
2019-01-10,441.04998779296875,447.54998779296875,440.6000061035156,443.8500061035156,420.3559265136719,314251
2019-01-11,444.95001220703125,449.79998779296875,441.0,443.20001220703125,419.7403564453125,291313
2019-01-14,446.0,452.5,444.04998779296875,450.6499938964844,426.79595947265625,309082
2019-01-15,452.1000061035156,454.95001220703125,450.0,451.8500061035156,427.9324951171875,316705
2019-01-16,450.04998779296875,457.1499938964844,447.04998779296875,453.3500061035156,429.35308837890625,383589
2019-01-17,454.0,455.3500061035156,423.0,427.1499938964844,404.5399169921875,649895
2019-01-18,425.5,425.5,375.3999938964844,390.75,370.0666198730469,6672418
2019-01-21,390.8999938964844,406.3500061035156,390.75,398.3500061035156,377.2643737792969,2918525
2019-01-22,408.6000061035156,422.75,408.6000061035156,418.04998779296875,395.9215087890625,2473564
2019-01-23,419.0,434.20001220703125,411.79998779296875,430.75,407.94940185546875,3224628
2019-01-24,431.70001220703125,438.0,417.20001220703125,422.5,400.1360168457031,1527566
2019-01-25,425.0,430.0,419.04998779296875,422.20001220703125,399.8518981933594,729511
2019-01-28,426.0,427.45001220703125,410.1000061035156,411.54998779296875,389.76568603515625,427335
2019-01-29,411.54998779296875,424.70001220703125,406.1000061035156,422.29998779296875,399.9466247558594,765449
2019-01-30,425.0,426.29998779296875,416.0,417.6000061035156,395.49542236328125,438896
2019-01-31,420.0,430.95001220703125,413.8999938964844,425.6000061035156,403.0719299316406,421792
2019-02-01,422.95001220703125,427.95001220703125,417.0,423.25,400.84637451171875,549216
2019-02-04,422.20001220703125,423.1499938964844,409.6499938964844,414.3500061035156,392.41748046875,487513
2019-02-05,415.8999938964844,418.5,406.75,409.29998779296875,387.6347351074219,425631
2019-02-06,409.79998779296875,417.6499938964844,403.29998779296875,415.3999938964844,393.4118347167969,458277
2019-02-07,422.70001220703125,444.6499938964844,421.1000061035156,434.0,411.0273132324219,1200282
2019-02-08,434.0,435.8500061035156,424.6499938964844,430.8999938964844,408.0914306640625,451610
2019-02-11,434.0,434.0,421.0,428.20001220703125,405.5343322753906,575601
2019-02-12,428.0,443.95001220703125,424.0,436.75,413.6318054199219,563355
2019-02-14,431.5,442.54998779296875,428.8500061035156,440.6499938964844,417.3253479003906,710074
2019-02-15,440.79998779296875,441.0,416.8500061035156,423.29998779296875,400.8936462402344,772482
2019-02-18,425.0,428.0,414.0,415.1000061035156,393.1277770996094,395104
2019-02-19,417.8500061035156,422.3999938964844,413.0,414.3500061035156,392.41748046875,330077
2019-02-20,417.0,424.5,416.6000061035156,422.20001220703125,399.8518981933594,344904
2019-02-21,425.0,431.95001220703125,423.0,429.75,407.0022888183594,385263
2019-02-22,431.75,436.79998779296875,428.0,430.3999938964844,407.6178894042969,286596
2019-02-25,431.3999938964844,438.20001220703125,427.6000061035156,436.0,412.9214782714844,342936
2019-02-26,433.1000061035156,440.0,423.20001220703125,435.8500061035156,412.7793884277344,375416
2019-02-27,437.3999938964844,451.1000061035156,436.5,441.8999938964844,418.5091552734375,935377
2019-02-28,445.29998779296875,451.0,443.0,445.3999938964844,421.8238830566406,422937
2019-03-01,448.0,451.20001220703125,445.1000061035156,448.25,424.5230407714844,293476
2019-03-05,449.5,456.8500061035156,445.54998779296875,455.75,431.62603759765625,452992
2019-03-06,457.0,469.0,447.0,459.95001220703125,435.603759765625,949036
2019-03-07,458.5,463.20001220703125,449.25,450.8999938964844,427.0328063964844,604537
2019-03-08,450.5,457.5,447.75,455.04998779296875,430.96307373046875,375393
2019-03-11,456.0,461.20001220703125,453.8500061035156,459.45001220703125,435.1302185058594,281764
2019-03-12,462.5,471.6000061035156,462.04998779296875,470.1000061035156,445.2164611816406,552536
2019-03-13,473.0,475.0,452.6499938964844,456.1000061035156,431.9575500488281,447223
2019-03-14,463.0,468.8999938964844,456.29998779296875,467.1000061035156,442.3752746582031,804603
2019-03-15,466.75,469.75,462.5,464.54998779296875,439.960205078125,807967
2019-03-18,464.3500061035156,469.79998779296875,459.0,466.25,441.5703125,230155
